smiles	cid
Cc1n[nH]c2ccc(cc12)-c1cncc(OC[C@@H](N)Cc2ccccc2)c1	11314340
NCCCCCCCCCCNS(=O)(=O)c1cccc2c(Cl)cccc12	2735313
Oc1ccccc1-c1ccc(cc1)-c1csc2[nH]c(=O)c(C#N)c(O)c12	54708532
FC(F)(F)c1cccnc1N1CCC(=CC1)C(=O)Nc1ccc(cc1)S(=O)(=O)C(F)(F)F	11420211
COc1cc(NC(=O)c2ccc(o2)-c2ccc(Cl)cc2)cc(OC)c1	16038374
C[C@H](\N=C(\NC#N)Nc1cccc2ncccc12)c1ccccc1	53325874
Clc1cccc(c1Cl)-n1nnnc1NCc1ccccc1Oc1ccccn1	53325875
CCC(=O)c1cc(-c2ccc(Cl)cc2)n(c1C)-c1ccc(cc1)S(N)(=O)=O	23642319
CCCCOc1ccc(cc1Cl)-c1cncc(c1)C(=O)NCc1cccnc1N1CCOCC1	46919335
OC(=O)[C@@H]1CCC[C@H]1C(=O)c1ccc(cc1)-c1ccc(NC(=O)Nc2ccccc2)cc1	24768261
CNC(=O)c1cccc(NC(=O)N2CCC(CC2)Oc2ccccc2Cl)c1	24905400
CCC(=N/O)\C(C)=C\c1ccc(F)cc1	42641861
Nc1nc(N2CCNCC2)c2CCC3=C([C@@H]4CCCC[C@@H]4O3)c2n1	25109291
CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@@](C)(O)CCC1=C(C)C(=O)C(C)=C(C)C1=O	2734086
CCCCCCCCCCC(O)C1C=CC2C(N1Nc1ccc(cc1)[N+]([O-])=O)C(=O)N(C2=O)c1ccccc1	6610064
Cc1ccc(Sc2cncc3sc(cc23)C(N)=O)cc1	9839311
CS(=O)(=O)Nc1c(O)ccc2C(CCCc12)C1=NCCN1	4038180
Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1csc(n1)C(C)(C)C	42636535
COc1ccc(CC(=O)NC(N\C(Nc2cccc3ncccc23)=N\C#N)C(C)(C)C)cc1OC	11351968
NC[C@@H]1O[C@@H](Cc2c(O)c(O)ccc12)[C@@]12CC3CC(CC(C3)C1)C2	
OC(=O)[C@H]1CCC[C@H]1C(=O)c1ccc(cc1)-c1ccc(NC(=O)Nc2ccccc2)cc1	24768273
CCOC(=O)Nc1ccc(NCc2c(C)cc(C)cc2C)cc1N	23188887
Nc1nc(NC2CC2)c2ncn([C@@H]3C[C@H](CO)C=C3)c2n1	441300
Cc1ccc(Oc2ccccc2-c2csc(N=C3NCCCN3)n2)c(C)c1	159326
CCC(C)[C@H]1O[C@@]2(C[C@@H]3C[C@@H](C\C=C(C)\[C@@H](OC4C[C@H](OC)C(O[C@H]5C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)[C@@H](C)\C=C\C=C4/CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)C=C[C@@H]1C	5702208
Cc1ccc(nc1)-c1ccc(C)cn1	15664
Clc1ccc(cc1)C12CC3CC(CC(C3)(C1)C(=O)NCc1ccncc1)C2	15604015
CCN1CCN(Cc2ccc(Nc3ncc(F)c(n3)-c3cc(F)c4nc(C)n(C(C)C)c4c3)nc2)CC1	46220502
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CC=C2c1cccnc1	132971
CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC=C4c4cccnc4)[C@@H]3CC=C2C1	9821849
NC1CCN(C1)c1cccnc1	17928441
C[C@@H]1CCCN1CCc1cc2cc(ccc2o1)-c1ccc(cc1)C#N	9818903
CN(C)C(=O)n1cc(C(=O)c2ccc(Cn3c(C)nc4cnccc34)c(F)c2)c2c(cccc12)C#C	154087
Fc1ccccc1NS(=O)(=O)c1cc(C(=O)N2CCN3CCC[C@@H]3C2)c(Cl)cc1F	46851313
Nc1ncnc2nc(cc(-c3cccc(Br)c3)c12)-c1ccc(nc1)N1CCOCC1	1973
C(N1CCN(CC1)c1ccccn1)c1nc2ccccc2[nH]1	5025739
CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1	11228183
COc1ccc(cc1)S(=O)(=O)Nc1cccnc1Nc1ccc(O)cc1	3035714
Oc1ccc(cc1)C1(CCC(F)(F)CC1)c1ccccc1F	71245042
CCCCOCCOc1nc(sc1C)-c1ccc(C(O)=O)c(F)c1	11530459
C\C(=N/NC(=O)[C@H]1[C@@H](CNC1=O)c1ccccc1)c1cccc(Br)c1	25108278
C\C(=N/NC(=O)C(NC(=O)c1ccccc1)c1n[nH]c(=O)c2ccccc12)c1cccc(Br)c1	9589606
CCCCCCCCc1ccc(cc1)-c1ccc(cc1)C(O)=O	1714884
CCN1C(C)(C)CC(CC1(C)C)Oc1ccc(nc1)C(=O)Nc1ccc(NC(=O)Nc2cc(on2)C(C)(C)C)cc1	54760053
CN(C)CCC1(Cc2ccccc2C(=O)O1)c1ccc(Cl)cc1	9797568
CCCCCCCCCCCCCCCCCC[S+](CCC)c1ccccc1C(=O)OCC	4581100
NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1N	17513
CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(cc2)C(=O)Nc2ccccn2)c2c(N)nccn12	71226662
C[C@H](Nc1ncnc2[nH]cnc12)c1nc2ccc(F)cc2c(=O)n1-c1ccccc1	11618268
CC(=O)NCCCS(O)(=O)=O	71158
C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O	444254
CN(C)c1nc(N)c(nc1Cl)C(=O)Nc1cccnc1	16759169
CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(c1)C(C)=O	1978
CCN(CC)CCNC(=O)c1ccc(NC(C)=O)cc1	4342
CC(=O)OC1CN2CCC1CC2	1979
OC(=O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl	71771
CC(=O)Nc1ccc(cc1)S(=O)(=O)c1ccc(NC(C)=O)cc1	6477
CC(=O)Nc1ccc(cc1)C(O)=O	19266
Cn1c2ncn(CC(O)=O)c2c(=O)n(C)c1=O	69550
CC(=O)N[C@@H](CCC(N)=O)C(O)=O	182230
COc1ccc2n(C(=O)c3ccc(Cl)cc3)c(C)c(CC(=O)OCC(O)=O)c2c1	1981
CC(=O)N[C@@H]1[C@@H](O)C[C@](O)(O[C@H]1[C@H](O)[C@H](O)CO)C(O)=O	445063
CC(=O)CC(c1ccc(cc1)[N+]([O-])=O)c1c(O)c2ccccc2oc1=O	54676537
CN(C)CCCN1c2ccccc2Sc2ccc(cc12)C(C)=O	6077
CC1=CC(=O)NS(=O)(=O)O1	36573
CC(=O)Nc1ccccc1	904
CC(=O)Nc1cc(ccc1O)[As](O)(O)=O	1985
CC(=O)Nc1nnc(s1)S(N)(=O)=O	1986
CC(=O)c1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1	1989
CC(=O)NO	1990
CC(=O)c1ccc2Sc3ccccc3N(CCCN3CCN(CCO)CC3)c2c1	17676
CC(=O)Nc1c(I)cc(I)c(C(O)=O)c1I	6806
C[C@@H]1CC[C@]2(C)CC[C@]3(C)C(=CC(=O)C4[C@@]5(C)CC[C@@H](OC(C)=O)[C@@](C)(C5CC[C@@]34C)C(O)=O)[C@@H]2[C@H]1C	45359902
CC(=O)N[C@@H](CSC\C=C(/C)CC\C=C(/C)CCC=C(C)C)C(O)=O	6438381
CC(C)C[C@H](NC(C)=O)C(O)=O	70912
CC(=O)OCC[N+](C)(C)C	187
CC(=O)N[C@@H](CS)C(O)=O	12035
CC(=O)Oc1ccccc1C(=O)Oc1ccccc1C(O)=O	10745
CC(=O)NCCCCCC(O)=O	2005
CC1(OC(=CC1=O)C(O)=O)c1ccccc1	51576
Cc1cnc(c[n+]1[O-])C(O)=O	5310993
OC(=O)C(=O)Nc1cccc(c1)-c1nnn[nH]1	2006
COc1cc(C)c(\C=C\C(C)=C\C=C\C(C)=C\C(O)=O)c(C)c1C	5284513
N[C@H]([C@@H]1CC(Cl)=NO1)C(O)=O	16758175
CCC1(O)CC(OC2CC(C(OC3CC(O)C(OC4CCC(=O)C(C)O4)C(C)O3)C(C)O2)N(C)C)c2c(cc3C(=O)c4cccc(O)c4C(=O)c3c2O)C1C(=O)OC	2008
OC(C(=O)O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)(c1cccs1)c1cccs1	11434515
NC1(CC1)C(O)=O	535
Nc1ccc2cc3ccc(N)cc3nc2c1.C[n+]1c2cc(N)ccc2cc2ccc(N)cc12	452192
C[n+]1c2cc(N)ccc2cc2ccc(N)cc12	2016
CCCCCCc1ccc(O)cc1O.Nc1c2ccccc2nc2ccccc12	24144
Cc1ccc(cc1)C(=C/CN1CCCC1)\c1cccc(\C=C\C(O)=O)n1	5284514
[Na].OC(=O)C=C	124204086
NS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1	25099191
COc1ccc(cc1)S(=O)(=O)N1CCC[C@H]1C(=O)Nc1cc(C)cc(C)c1	40924317
CC(=O)Nc1ccc(CC(O)=O)cc1	2018
COCc1c(CN2CCOCC2)n2ncnc(N)c2c1-c1ccc(NC(=O)Nc2cc(ccc2F)C(F)(F)F)c(F)c1	23653175
CC(C)[C@@H]1NC(=O)[C@@H](NC(=O)c2ccc(C)c3oc4c(C)c(=O)c(N)c(C(=O)N[C@H]5[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C(=O)[C@@H]6CCCN6C(=O)[C@@H](NC5=O)C(C)C)c4nc23)[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C(=O)[C@@H]2CCCN2C1=O	78357827
CC(C)C1NC(=O)C(NC(=O)c2ccc(C)c3oc4c(C)c(=O)c(N)c(C(=O)NC5C(C)OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C6CCCN6C(=O)C(NC5=O)C(C)C)c4nc23)C(C)OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C2CCCN2C1=O	2019
CCOc1ccc(c2cccnc12)S(O)(=O)=O	23674
ONC(=O)CCCCCCNC(=O)c1cnc(nc1)N(c1ccccc1)c1ccccc1	53340666
Nc1nc2n(COCCO)cnc2c(=O)[nH]1	135398513
CC(C)C1Oc2c(cccc2N(CC(O)=O)C1=S)C(C)C	197383
COc1ccc(cc1C12CC3CC(CC(C3)C1)C2)-c1ccc2cc(ccc2c1)C(O)=O	60164
OC1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H]1O	5958
C[C@@H](O)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@@H](C)N)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)C(N)=O	184644
OC(=O)\C=C\c1ccc(cc1)-c1ccc(O)c(c1)C12CC3CC(CC(C3)C1)C2	9864378
O=C(NCCN1CCN(CC1)c1ncccn1)C12CC3CC(CC(C3)C1)C2	130918
Clc1ccc(cc1)N1CC(=NC1=O)N1CCOCC1	3083511
Nc1ncnc2n(CCOCP(O)(O)=O)cnc12	60172
CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc12)OCOC(=O)C(C)(C)C	60871
OCCNC(=O)CCCCCCCC(=O)NCCO	176874
C[S+](CC[C@H](N)C(O)=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12	34756
Nc1ncnc2[nH]cnc12	190
Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	60961
Nc1ncnc2n(cnc12)C1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	83862
Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O	5957
CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1	2031
OC(=O)CCCCC(O)=O	196
O=C(COc1ccc(cc1)C(=O)c1ccccc1)NC1CCN(Cc2ccccc2)CC1	16307093
CCN(CC)C(=O)c1ccc(cc1)C1=CC2(CCNCC2)Oc2cccc(O)c12	11417954
Fc1ccc(cc1)-c1cncc(CN2CCN(CC2)c2cccc3OCCOc23)c1	9887537
ONC(=O)CS(=O)C(c1ccccc1)c1ccccc1	3033226
CNCC(=O)c1ccc(O)c(O)c1	7436
